ProvincialUnit,Date,ElectricityConsumption
Fujian,2012/4/15,40138.74
Shanghai,2012/4/16,32862.14
Jiangsu,2012/4/16,110930.01
Zhejiang,2012/4/16,72829.4
Anhui,2012/4/16,31184.96
Fujian,2012/4/16,40539.62
Shanghai,2012/4/17,33240.31
Jiangsu,2012/4/17,112851.02
Zhejiang,2012/4/17,74346.3
Anhui,2012/4/17,31426.52
Fujian,2012/4/17,41466.42
Shanghai,2012/4/18,33610.7
Jiangsu,2012/4/18,112745.0
Zhejiang,2012/4/18,75425.4
Anhui,2012/4/18,31407.81
Fujian,2012/4/18,41150.92
Shanghai,2012/4/19,33615.08
Jiangsu,2012/4/19,113048.0
Zhejiang,2012/4/19,75770.2
Anhui,2012/4/19,31500.42
Fujian,2012/4/19,42354.69
Shanghai,2012/4/20,33715.11
Jiangsu,2012/4/20,113267.0
Zhejiang,2012/4/20,76088.0
Anhui,2012/4/20,31425.77
Fujian,2012/4/20,42318.38
Shanghai,2012/4/21,32178.75
Jiangsu,2012/4/21,110422.01
Zhejiang,2012/4/21,74629.5
Anhui,2012/4/21,30628.08
Fujian,2012/4/21,41742.1
Shanghai,2012/4/22,30267.35
Jiangsu,2012/4/22,105626.99
Zhejiang,2012/4/22,71244.6
Anhui,2012/4/22,30452.66
Fujian,2012/4/22,41336.45
Shanghai,2012/4/23,33098.11
Jiangsu,2012/4/23,110542.0
Zhejiang,2012/4/23,74345.5
Anhui,2012/4/23,31075.61
Fujian,2012/4/23,42928.6
Shanghai,2012/4/24,34087.82
Jiangsu,2012/4/24,113497.0
Zhejiang,2012/4/24,74647.6
Anhui,2012/4/24,29910.73
Fujian,2012/4/24,42812.11
Shanghai,2012/4/25,33786.4
Jiangsu,2012/4/25,112854.02
Zhejiang,2012/4/25,74213.4
Anhui,2012/4/25,29505.52
Fujian,2012/4/25,42588.66
Shanghai,2012/4/26,33464.14
Jiangsu,2012/4/26,112200.01
Zhejiang,2012/4/26,74258.0
Anhui,2012/4/26,30349.03
Fujian,2012/4/26,41153.42
Shanghai,2012/4/27,33429.12
Jiangsu,2012/4/27,112715.0
Zhejiang,2012/4/27,74282.0
Anhui,2012/4/27,30892.35
Fujian,2012/4/27,40922.73
Shanghai,2012/4/28,33143.88
Jiangsu,2012/4/28,110911.01
Zhejiang,2012/4/28,74534.9
Anhui,2012/4/28,30860.07
Fujian,2012/4/28,40453.91
Shanghai,2012/4/29,30908.84
Jiangsu,2012/4/29,108048.0
Zhejiang,2012/4/29,70613.1
Anhui,2012/4/29,29888.48
Fujian,2012/4/29,40675.6
Shanghai,2012/4/30,28192.18
Jiangsu,2012/4/30,98926.01
Zhejiang,2012/4/30,63103.6
Anhui,2012/4/30,28678.32
Fujian,2012/4/30,39004.54
Shanghai,2012/5/1,25949.55
Jiangsu,2012/5/1,84667.01
Zhejiang,2012/5/1,47003.6
Anhui,2012/5/1,26508.47
Fujian,2012/5/1,34421.39
Shanghai,2012/5/2,30914.04
Jiangsu,2012/5/2,97851.0
Zhejiang,2012/5/2,58107.8
Anhui,2012/5/2,28571.47
Fujian,2012/5/2,38373.33
Shanghai,2012/5/3,33152.92
Jiangsu,2012/5/3,108290.0
Zhejiang,2012/5/3,68240.1
Anhui,2012/5/3,30179.0
Fujian,2012/5/3,40135.6
Shanghai,2012/5/4,33691.55
Jiangsu,2012/5/4,112222.0
Zhejiang,2012/5/4,71988.6
Anhui,2012/5/4,31165.71
Fujian,2012/5/4,40086.02
Shanghai,2012/5/5,32483.55
Jiangsu,2012/5/5,112344.0
Zhejiang,2012/5/5,72956.7
Anhui,2012/5/5,31616.21
Fujian,2012/5/5,40515.58
Shanghai,2012/5/6,31501.85
Jiangsu,2012/5/6,109554.0
Zhejiang,2012/5/6,71342.5
Anhui,2012/5/6,31298.13
Fujian,2012/5/6,40074.38
Shanghai,2012/5/7,35020.74
Jiangsu,2012/5/7,115712.01
Zhejiang,2012/5/7,75430.5
Anhui,2012/5/7,31542.01
Fujian,2012/5/7,42136.41
Shanghai,2012/5/8,34222.8
Jiangsu,2012/5/8,115076.99
Zhejiang,2012/5/8,75087.1
Anhui,2012/5/8,30371.25
Fujian,2012/5/8,43609.83
Shanghai,2012/5/9,34101.87
Jiangsu,2012/5/9,115245.01
Zhejiang,2012/5/9,74950.0
Anhui,2012/5/9,31173.12
Fujian,2012/5/9,44310.08
Shanghai,2012/5/10,33982.54
Jiangsu,2012/5/10,115342.99
Zhejiang,2012/5/10,75515.0
Anhui,2012/5/10,31605.85
Fujian,2012/5/10,41094.86
Shanghai,2012/5/11,33774.04
Jiangsu,2012/5/11,115032.0
Zhejiang,2012/5/11,75675.1
Anhui,2012/5/11,31738.89
Fujian,2012/5/11,40940.21
Shanghai,2012/5/12,32012.75
Jiangsu,2012/5/12,113349.0
Zhejiang,2012/5/12,75262.5
Anhui,2012/5/12,31428.49
Fujian,2012/5/12,41363.99
Shanghai,2012/5/13,30128.69
Jiangsu,2012/5/13,107500.0
Zhejiang,2012/5/13,70266.3
Anhui,2012/5/13,30269.72
Fujian,2012/5/13,40835.07
Shanghai,2012/5/14,33372.27
Jiangsu,2012/5/14,111933.01
Zhejiang,2012/5/14,73673.7
Anhui,2012/5/14,30562.62
Fujian,2012/5/14,44104.15
Shanghai,2012/5/15,33636.97
Jiangsu,2012/5/15,113378.0
Zhejiang,2012/5/15,72420.0
Anhui,2012/5/15,30543.31
Fujian,2012/5/15,44240.73
Shanghai,2012/5/16,34252.75
Jiangsu,2012/5/16,115033.0
Zhejiang,2012/5/16,72523.2
Anhui,2012/5/16,31220.61
Fujian,2012/5/16,41946.95
Shanghai,2012/5/17,34876.48
Jiangsu,2012/5/17,115135.02
Zhejiang,2012/5/17,74069.4
Anhui,2012/5/17,31583.65
Fujian,2012/5/17,41824.73
Shanghai,2012/5/18,34977.88
Jiangsu,2012/5/18,116053.0
Zhejiang,2012/5/18,74771.4
Anhui,2012/5/18,32148.37
Fujian,2012/5/18,41709.25
Shanghai,2012/5/19,32179.0
Jiangsu,2012/5/19,112184.0
Zhejiang,2012/5/19,72567.0
Anhui,2012/5/19,30991.0
Fujian,2012/5/19,40897.0
Shanghai,2012/5/20,29894.5
Jiangsu,2012/5/20,105715.02
Zhejiang,2012/5/20,68115.0
Anhui,2012/5/20,29815.92
Fujian,2012/5/20,40034.79
Shanghai,2012/5/21,33169.33
Jiangsu,2012/5/21,110928.01
Zhejiang,2012/5/21,72123.8
Anhui,2012/5/21,30692.18
Fujian,2012/5/21,42151.58
Shanghai,2012/5/22,33886.62
Jiangsu,2012/5/22,113852.0
Zhejiang,2012/5/22,74061.1
Anhui,2012/5/22,31099.12
Fujian,2012/5/22,42387.76
Shanghai,2012/5/23,33993.42
Jiangsu,2012/5/23,113768.01
Zhejiang,2012/5/23,74427.5
Anhui,2012/5/23,31371.93
Fujian,2012/5/23,42970.54
Shanghai,2012/5/24,34054.98
Jiangsu,2012/5/24,113710.0
Zhejiang,2012/5/24,74260.1
Anhui,2012/5/24,31141.94
Fujian,2012/5/24,43672.28
Shanghai,2012/5/25,33586.03
Jiangsu,2012/5/25,113470.02
Zhejiang,2012/5/25,73789.5
Anhui,2012/5/25,31119.83
Fujian,2012/5/25,44343.32
Shanghai,2012/5/26,31614.6
Jiangsu,2012/5/26,111276.0
Zhejiang,2012/5/26,72293.1
Anhui,2012/5/26,31087.6
Fujian,2012/5/26,43052.07
Shanghai,2012/5/27,29542.7
Jiangsu,2012/5/27,106114.0
Zhejiang,2012/5/27,68811.4
Anhui,2012/5/27,30711.22
Fujian,2012/5/27,40903.38
Shanghai,2012/5/28,33042.73
Jiangsu,2012/5/28,111543.01
Zhejiang,2012/5/28,72409.5
Anhui,2012/5/28,31211.18
Fujian,2012/5/28,41243.47
Shanghai,2012/5/29,33987.16
Jiangsu,2012/5/29,113524.99
Zhejiang,2012/5/29,74013.2
Anhui,2012/5/29,30963.25
Fujian,2012/5/29,42503.98
Shanghai,2012/5/30,33117.81
Jiangsu,2012/5/30,112627.99
Zhejiang,2012/5/30,72199.8
Anhui,2012/5/30,30447.39
Fujian,2012/5/30,43127.8
Shanghai,2012/5/31,33180.22
Jiangsu,2012/5/31,111714.0
Zhejiang,2012/5/31,71566.6
Anhui,2012/5/31,30424.35
Fujian,2012/5/31,41847.6
Shanghai,2012/6/1,33311.5
Jiangsu,2012/6/1,110799.99
Zhejiang,2012/6/1,69709.8
Anhui,2012/6/1,30218.19
Fujian,2012/6/1,41468.01
Shanghai,2012/6/2,31712.75
Jiangsu,2012/6/2,108647.01
Zhejiang,2012/6/2,69722.4
Anhui,2012/6/2,30274.26
Fujian,2012/6/2,41244.63
Shanghai,2012/6/3,29980.98
Jiangsu,2012/6/3,104076.02
Zhejiang,2012/6/3,67299.5
Anhui,2012/6/3,29746.7
Fujian,2012/6/3,39839.77
Shanghai,2012/6/4,33719.65
Jiangsu,2012/6/4,110632.0
Zhejiang,2012/6/4,72021.0
Anhui,2012/6/4,30669.75
Fujian,2012/6/4,42493.07
Shanghai,2012/6/5,34665.0
Jiangsu,2012/6/5,113969.01
Zhejiang,2012/6/5,73691.4
Anhui,2012/6/5,31511.76
Fujian,2012/6/5,43358.53
Shanghai,2012/6/6,34724.23
Jiangsu,2012/6/6,114097.01
Zhejiang,2012/6/6,73483.8
Anhui,2012/6/6,31170.02
Fujian,2012/6/6,43506.93
Shanghai,2012/6/7,36140.03
Jiangsu,2012/6/7,115859.0
Zhejiang,2012/6/7,72924.1
Anhui,2012/6/7,31678.71
Fujian,2012/6/7,45845.79
Shanghai,2012/6/8,38164.94
Jiangsu,2012/6/8,119188.0
Zhejiang,2012/6/8,74576.8
Anhui,2012/6/8,33526.23
Fujian,2012/6/8,47804.42
Shanghai,2012/6/9,36919.81
Jiangsu,2012/6/9,118037.01
Zhejiang,2012/6/9,74036.9
Anhui,2012/6/9,34859.85
Fujian,2012/6/9,46895.67
Shanghai,2012/6/10,35525.55
Jiangsu,2012/6/10,110618.0
Zhejiang,2012/6/10,71162.7
Anhui,2012/6/10,34779.96
Fujian,2012/6/10,45259.29
Shanghai,2012/6/11,38222.68
Jiangsu,2012/6/11,115601.0
Zhejiang,2012/6/11,72069.5
Anhui,2012/6/11,34277.99
Fujian,2012/6/11,46053.07
Shanghai,2012/6/12,38467.19
Jiangsu,2012/6/12,118906.99
Zhejiang,2012/6/12,74334.7
Anhui,2012/6/12,35115.46
Fujian,2012/6/12,43891.83
Shanghai,2012/6/13,38213.31
Jiangsu,2012/6/13,121595.0
Zhejiang,2012/6/13,76141.3
Anhui,2012/6/13,36759.09
Fujian,2012/6/13,44366.58
Shanghai,2012/6/14,38162.65
Jiangsu,2012/6/14,120468.0
Zhejiang,2012/6/14,76824.1
Anhui,2012/6/14,37629.02
Fujian,2012/6/14,43577.64
Shanghai,2012/6/15,37530.51
Jiangsu,2012/6/15,122072.0
Zhejiang,2012/6/15,77441.1
Anhui,2012/6/15,37263.13
Fujian,2012/6/15,44896.78
Shanghai,2012/6/16,34576.55
Jiangsu,2012/6/16,116820.99
Zhejiang,2012/6/16,75840.6
Anhui,2012/6/16,36408.82
Fujian,2012/6/16,42527.09
Shanghai,2012/6/17,32013.19
Jiangsu,2012/6/17,109005.99
Zhejiang,2012/6/17,68971.3
Anhui,2012/6/17,34198.76
Fujian,2012/6/17,40847.83
Shanghai,2012/6/18,35108.01
Jiangsu,2012/6/18,116432.0
Zhejiang,2012/6/18,69153.4
Anhui,2012/6/18,35196.17
Fujian,2012/6/18,43765.52
Shanghai,2012/6/19,35444.78
Jiangsu,2012/6/19,118161.0
Zhejiang,2012/6/19,70231.7
Anhui,2012/6/19,37437.13
Fujian,2012/6/19,44167.37
Shanghai,2012/6/20,35558.41
Jiangsu,2012/6/20,119593.0
Zhejiang,2012/6/20,70953.1
Anhui,2012/6/20,35936.72
Fujian,2012/6/20,42324.0
Shanghai,2012/6/21,36097.01
Jiangsu,2012/6/21,120540.01
Zhejiang,2012/6/21,73128.7
Anhui,2012/6/21,36953.95
Fujian,2012/6/21,43436.04
Shanghai,2012/6/22,33070.77
Jiangsu,2012/6/22,117547.99
Zhejiang,2012/6/22,70405.4
Anhui,2012/6/22,36328.15
Fujian,2012/6/22,42202.39
Shanghai,2012/6/23,28022.21
Jiangsu,2012/6/23,100436.01
Zhejiang,2012/6/23,51370.7
Anhui,2012/6/23,32650.32
Fujian,2012/6/23,37158.41
Shanghai,2012/6/24,30074.75
Jiangsu,2012/6/24,103889.0
Zhejiang,2012/6/24,59261.5
Anhui,2012/6/24,33914.48
Fujian,2012/6/24,39691.62
Shanghai,2012/6/25,37165.77
Jiangsu,2012/6/25,118519.0
Zhejiang,2012/6/25,71143.2
Anhui,2012/6/25,36799.7
Fujian,2012/6/25,43746.18
Shanghai,2012/6/26,36530.06
Jiangsu,2012/6/26,117453.0
Zhejiang,2012/6/26,73511.2
Anhui,2012/6/26,34767.27
Fujian,2012/6/26,45849.19
Shanghai,2012/6/27,36455.37
Jiangsu,2012/6/27,115626.0
Zhejiang,2012/6/27,74115.5
Anhui,2012/6/27,31632.21
Fujian,2012/6/27,47200.39
Shanghai,2012/6/28,37689.66
Jiangsu,2012/6/28,115969.01
Zhejiang,2012/6/28,76669.1
Anhui,2012/6/28,32036.86
Fujian,2012/6/28,47797.66
Shanghai,2012/6/29,40586.65
Jiangsu,2012/6/29,121367.01
Zhejiang,2012/6/29,79904.5
Anhui,2012/6/29,33668.56
Fujian,2012/6/29,47583.19
Shanghai,2012/6/30,40380.54
Jiangsu,2012/6/30,119345.01
Zhejiang,2012/6/30,80836.8
Anhui,2012/6/30,33311.71
Fujian,2012/6/30,46461.52
Shanghai,2012/7/1,40689.36
Jiangsu,2012/7/1,115029.0
Zhejiang,2012/7/1,78296.8
Anhui,2012/7/1,32848.61
Fujian,2012/7/1,45620.93
Shanghai,2012/7/2,47844.63
Jiangsu,2012/7/2,125588.0
Zhejiang,2012/7/2,89719.4
Anhui,2012/7/2,35126.17
Fujian,2012/7/2,49098.0
Shanghai,2012/7/3,47525.34
Jiangsu,2012/7/3,126300.0
Zhejiang,2012/7/3,94164.4
Anhui,2012/7/3,36833.71
Fujian,2012/7/3,50188.89
Shanghai,2012/7/4,48388.55
Jiangsu,2012/7/4,125696.0
Zhejiang,2012/7/4,96189.2
Anhui,2012/7/4,38647.98
Fujian,2012/7/4,51111.65
Shanghai,2012/7/5,49716.12
Jiangsu,2012/7/5,134558.0
Zhejiang,2012/7/5,97764.0
Anhui,2012/7/5,39974.86
Fujian,2012/7/5,50913.15
Shanghai,2012/7/6,50149.0
Jiangsu,2012/7/6,135468.0
Zhejiang,2012/7/6,98998.0
Anhui,2012/7/6,39783.0
Fujian,2012/7/6,50585.0
Shanghai,2012/7/7,43200.94
Jiangsu,2012/7/7,127137.0
Zhejiang,2012/7/7,93167.3
Anhui,2012/7/7,39276.26
Fujian,2012/7/7,49629.74
Shanghai,2012/7/8,40420.14
Jiangsu,2012/7/8,118494.01
Zhejiang,2012/7/8,87154.2
Anhui,2012/7/8,39448.51
Fujian,2012/7/8,48941.78
Shanghai,2012/7/9,47643.78
Jiangsu,2012/7/9,132876.02
Zhejiang,2012/7/9,96577.7
Anhui,2012/7/9,43225.44
Fujian,2012/7/9,51470.68
Shanghai,2012/7/10,50921.77
Jiangsu,2012/7/10,139214.0
Zhejiang,2012/7/10,100416.8
Anhui,2012/7/10,43788.83
Fujian,2012/7/10,52722.56
Shanghai,2012/7/11,49678.05
Jiangsu,2012/7/11,139219.0
Zhejiang,2012/7/11,101128.7
Anhui,2012/7/11,43997.78
Fujian,2012/7/11,52858.89
Shanghai,2012/7/12,48650.0
Jiangsu,2012/7/12,137410.0
Zhejiang,2012/7/12,101409.0
Anhui,2012/7/12,42499.0
Fujian,2012/7/12,53099.0
Shanghai,2012/7/13,45579.23
Jiangsu,2012/7/13,128632.0
Zhejiang,2012/7/13,96975.2
Anhui,2012/7/13,37262.28
Fujian,2012/7/13,52214.97
Shanghai,2012/7/14,42188.69
Jiangsu,2012/7/14,118635.01
Zhejiang,2012/7/14,93169.5
Anhui,2012/7/14,33199.33
Fujian,2012/7/14,51215.46
Shanghai,2012/7/15,36730.8
Jiangsu,2012/7/15,111980.99
Zhejiang,2012/7/15,79672.2
Anhui,2012/7/15,33147.99
Fujian,2012/7/15,48957.17
Shanghai,2012/7/16,40977.83
Jiangsu,2012/7/16,121453.01
Zhejiang,2012/7/16,81384.5
Anhui,2012/7/16,35703.85
Fujian,2012/7/16,49024.59
Shanghai,2012/7/17,40831.76
Jiangsu,2012/7/17,123225.01
Zhejiang,2012/7/17,82409.9
Anhui,2012/7/17,35974.37
Fujian,2012/7/17,48180.73
Shanghai,2012/7/18,41995.1
Jiangsu,2012/7/18,125522.0
Zhejiang,2012/7/18,83582.8
Anhui,2012/7/18,36608.57
Fujian,2012/7/18,48408.01
Shanghai,2012/7/19,44575.25
Jiangsu,2012/7/19,130909.0
Zhejiang,2012/7/19,88189.7
Anhui,2012/7/19,38202.3
Fujian,2012/7/19,49378.58
Shanghai,2012/7/20,46996.19
Jiangsu,2012/7/20,134854.01
Zhejiang,2012/7/20,90966.9
Anhui,2012/7/20,40154.75
Fujian,2012/7/20,48663.27
Shanghai,2012/7/21,45110.7
Jiangsu,2012/7/21,136121.0
Zhejiang,2012/7/21,89877.5
Anhui,2012/7/21,42237.43
Fujian,2012/7/21,50335.66
Shanghai,2012/7/22,43361.72
Jiangsu,2012/7/22,133599.0
Zhejiang,2012/7/22,88601.7
Anhui,2012/7/22,43517.1
Fujian,2012/7/22,47105.98
Shanghai,2012/7/23,48192.51
Jiangsu,2012/7/23,142914.99
Zhejiang,2012/7/23,94627.0
Anhui,2012/7/23,45563.67
Fujian,2012/7/23,47686.19
Shanghai,2012/7/24,48821.06
Jiangsu,2012/7/24,145053.0
Zhejiang,2012/7/24,95741.3
Anhui,2012/7/24,45984.13
Fujian,2012/7/24,48364.94
Shanghai,2012/7/25,47992.2
Jiangsu,2012/7/25,143790.99
Zhejiang,2012/7/25,98573.3
Anhui,2012/7/25,46540.83
Fujian,2012/7/25,47934.06
Shanghai,2012/7/26,48104.2
Jiangsu,2012/7/26,144015.01
Zhejiang,2012/7/26,95787.8
Anhui,2012/7/26,46565.98
Fujian,2012/7/26,47452.72
Shanghai,2012/7/27,49349.4
Jiangsu,2012/7/27,146773.0
Zhejiang,2012/7/27,95664.0
Anhui,2012/7/27,46665.43
Fujian,2012/7/27,47034.02
Shanghai,2012/7/28,46992.75
Jiangsu,2012/7/28,143920.01
Zhejiang,2012/7/28,94473.1
Anhui,2012/7/28,46136.85
Fujian,2012/7/28,47505.4
Shanghai,2012/7/29,44762.0
Jiangsu,2012/7/29,139068.0
Zhejiang,2012/7/29,91034.9
Anhui,2012/7/29,46488.34
Fujian,2012/7/29,46828.89
Shanghai,2012/7/30,48903.63
Jiangsu,2012/7/30,145157.0
Zhejiang,2012/7/30,96170.2
Anhui,2012/7/30,48586.63
Fujian,2012/7/30,49224.77
Shanghai,2012/7/31,49159.53
Jiangsu,2012/7/31,144229.02
Zhejiang,2012/7/31,95138.1
Anhui,2012/7/31,47767.75
Fujian,2012/7/31,48772.27
Shanghai,2012/8/1,48041.51
Jiangsu,2012/8/1,140504.01
Zhejiang,2012/8/1,90839.6
Anhui,2012/8/1,46011.22
Fujian,2012/8/1,47588.15
Shanghai,2012/8/2,46404.43
Jiangsu,2012/8/2,136495.0
Zhejiang,2012/8/2,86010.0
Anhui,2012/8/2,43477.16
Fujian,2012/8/2,47299.41
Shanghai,2012/8/3,46141.03
Jiangsu,2012/8/3,133163.99
Zhejiang,2012/8/3,80676.4
Anhui,2012/8/3,40562.51
Fujian,2012/8/3,44788.85
Shanghai,2012/8/4,43659.3
Jiangsu,2012/8/4,132421.01
Zhejiang,2012/8/4,83994.1
Anhui,2012/8/4,40521.77
Fujian,2012/8/4,43469.92
Shanghai,2012/8/5,41935.31
Jiangsu,2012/8/5,125905.02
Zhejiang,2012/8/5,81854.9
Anhui,2012/8/5,41240.29
Fujian,2012/8/5,43057.13
Shanghai,2012/8/6,46638.54
Jiangsu,2012/8/6,133536.0
Zhejiang,2012/8/6,86164.2
Anhui,2012/8/6,42816.5
Fujian,2012/8/6,47318.21
Shanghai,2012/8/7,45287.17
Jiangsu,2012/8/7,134962.01
Zhejiang,2012/8/7,80373.0
Anhui,2012/8/7,42398.13
Fujian,2012/8/7,49619.83
Shanghai,2012/8/8,38594.55
Jiangsu,2012/8/8,120093.99
Zhejiang,2012/8/8,58330.8
Anhui,2012/8/8,38508.09
Fujian,2012/8/8,50429.89
Shanghai,2012/8/9,42117.45
Jiangsu,2012/8/9,115908.01
Zhejiang,2012/8/9,73621.0
Anhui,2012/8/9,33690.71
Fujian,2012/8/9,50926.17
Shanghai,2012/8/10,45674.71
Jiangsu,2012/8/10,125127.01
Zhejiang,2012/8/10,84069.1
Anhui,2012/8/10,33104.65
Fujian,2012/8/10,50277.2
Shanghai,2012/8/11,44287.6
Jiangsu,2012/8/11,126077.0
Zhejiang,2012/8/11,83441.3
Anhui,2012/8/11,33732.92
Fujian,2012/8/11,48131.63
Shanghai,2012/8/12,43828.43
Jiangsu,2012/8/12,125496.02
Zhejiang,2012/8/12,84126.5
Anhui,2012/8/12,34843.62
Fujian,2012/8/12,46393.64
Shanghai,2012/8/13,48774.12
Jiangsu,2012/8/13,134118.0
Zhejiang,2012/8/13,92415.2
Anhui,2012/8/13,36345.62
Fujian,2012/8/13,49292.02
Shanghai,2012/8/14,50796.82
Jiangsu,2012/8/14,137989.02
Zhejiang,2012/8/14,97062.8
Anhui,2012/8/14,37305.79
Fujian,2012/8/14,51049.04
Shanghai,2012/8/15,49636.29
Jiangsu,2012/8/15,136533.0
Zhejiang,2012/8/15,98606.7
Anhui,2012/8/15,36768.98
Fujian,2012/8/15,51012.42
Shanghai,2012/8/16,49960.03
Jiangsu,2012/8/16,134971.0
Zhejiang,2012/8/16,98724.7
Anhui,2012/8/16,36535.07
Fujian,2012/8/16,50156.3
Shanghai,2012/8/17,50315.05
Jiangsu,2012/8/17,138440.99
Zhejiang,2012/8/17,101517.9
Anhui,2012/8/17,39041.43
Fujian,2012/8/17,48742.28
Shanghai,2012/8/18,47817.89
Jiangsu,2012/8/18,139433.0
Zhejiang,2012/8/18,97227.4
Anhui,2012/8/18,40993.03
Fujian,2012/8/18,48013.7
Shanghai,2012/8/19,45885.13
Jiangsu,2012/8/19,131580.01
Zhejiang,2012/8/19,91516.4
Anhui,2012/8/19,39626.29
Fujian,2012/8/19,46944.14
Shanghai,2012/8/20,48357.41
Jiangsu,2012/8/20,135679.0
Zhejiang,2012/8/20,96068.2
Anhui,2012/8/20,39899.38
Fujian,2012/8/20,49887.02
Shanghai,2012/8/21,48514.2
Jiangsu,2012/8/21,129984.0
Zhejiang,2012/8/21,95821.3
Anhui,2012/8/21,34593.95
Fujian,2012/8/21,50297.44
Shanghai,2012/8/22,42988.23
Jiangsu,2012/8/22,115580.01
Zhejiang,2012/8/22,88701.5
Anhui,2012/8/22,31256.77
Fujian,2012/8/22,50675.38
Shanghai,2012/8/23,39278.2
Jiangsu,2012/8/23,113325.01
Zhejiang,2012/8/23,82449.4
Anhui,2012/8/23,31287.62
Fujian,2012/8/23,50501.21
Shanghai,2012/8/24,41480.7
Jiangsu,2012/8/24,116938.01
Zhejiang,2012/8/24,81286.6
Anhui,2012/8/24,32248.68
Fujian,2012/8/24,49561.86
Shanghai,2012/8/25,39654.66
Jiangsu,2012/8/25,117200.0
Zhejiang,2012/8/25,83017.0
Anhui,2012/8/25,33221.61
Fujian,2012/8/25,47147.16
Shanghai,2012/8/26,38856.27
Jiangsu,2012/8/26,114088.0
Zhejiang,2012/8/26,80268.6
Anhui,2012/8/26,33273.87
Fujian,2012/8/26,45201.23
Shanghai,2012/8/27,43443.8
Jiangsu,2012/8/27,121907.99
Zhejiang,2012/8/27,85221.1
Anhui,2012/8/27,34695.42
Fujian,2012/8/27,49008.91
Shanghai,2012/8/28,42845.83
Jiangsu,2012/8/28,121807.01
Zhejiang,2012/8/28,88351.0
Anhui,2012/8/28,34913.49
Fujian,2012/8/28,50143.58
Shanghai,2012/8/29,44038.0
Jiangsu,2012/8/29,126227.0
Zhejiang,2012/8/29,89171.8
Anhui,2012/8/29,36616.64
Fujian,2012/8/29,48756.12
Shanghai,2012/8/30,43786.72
Jiangsu,2012/8/30,127991.01
Zhejiang,2012/8/30,90311.8
Anhui,2012/8/30,37830.61
Fujian,2012/8/30,48659.05
Shanghai,2012/8/31,42545.21
Jiangsu,2012/8/31,124644.01
Zhejiang,2012/8/31,88302.7
Anhui,2012/8/31,37887.24
Fujian,2012/8/31,47350.33
Shanghai,2012/9/1,38438.17
Jiangsu,2012/9/1,118125.01
Zhejiang,2012/9/1,81682.8
Anhui,2012/9/1,37183.78
Fujian,2012/9/1,46276.95
Shanghai,2012/9/2,36751.34
Jiangsu,2012/9/2,114345.02
Zhejiang,2012/9/2,80192.5
Anhui,2012/9/2,34235.41
Fujian,2012/9/2,45004.7
Shanghai,2012/9/3,42044.24
Jiangsu,2012/9/3,116771.0
Zhejiang,2012/9/3,85329.6
Anhui,2012/9/3,31856.56
Fujian,2012/9/3,46203.49
Shanghai,2012/9/4,38557.97
Jiangsu,2012/9/4,114227.0
Zhejiang,2012/9/4,80465.4
Anhui,2012/9/4,32170.05
Fujian,2012/9/4,46670.69
Shanghai,2012/9/5,37875.61
Jiangsu,2012/9/5,115526.01
Zhejiang,2012/9/5,76390.9
Anhui,2012/9/5,32669.59
Fujian,2012/9/5,47138.0
Shanghai,2012/9/6,38902.2
Jiangsu,2012/9/6,116671.01
Zhejiang,2012/9/6,79376.1
Anhui,2012/9/6,33272.46
Fujian,2012/9/6,48071.74
Shanghai,2012/9/7,39717.53
Jiangsu,2012/9/7,116798.0
Zhejiang,2012/9/7,82942.8
Anhui,2012/9/7,34164.58
Fujian,2012/9/7,48707.17
Shanghai,2012/9/8,37179.13
Jiangsu,2012/9/8,112977.0
Zhejiang,2012/9/8,83398.6
Anhui,2012/9/8,31958.46
Fujian,2012/9/8,48499.98
Shanghai,2012/9/9,34539.25
Jiangsu,2012/9/9,104871.01
Zhejiang,2012/9/9,78831.2
Anhui,2012/9/9,30139.03
Fujian,2012/9/9,47698.9
Shanghai,2012/9/10,36970.99
Jiangsu,2012/9/10,111746.01
Zhejiang,2012/9/10,80972.5
Anhui,2012/9/10,31527.49
Fujian,2012/9/10,48598.22
Shanghai,2012/9/11,37659.27
Jiangsu,2012/9/11,114349.0
Zhejiang,2012/9/11,82248.5
Anhui,2012/9/11,31949.19
Fujian,2012/9/11,48555.7
Shanghai,2012/9/12,40042.38
Jiangsu,2012/9/12,115380.0
Zhejiang,2012/9/12,84019.9
Anhui,2012/9/12,31102.52
Fujian,2012/9/12,49425.4
Shanghai,2012/9/13,36741.18
Jiangsu,2012/9/13,112547.0
Zhejiang,2012/9/13,77731.7
Anhui,2012/9/13,30477.38
Fujian,2012/9/13,49528.77
Shanghai,2012/9/14,35128.19
Jiangsu,2012/9/14,111746.01
Zhejiang,2012/9/14,73575.0
Anhui,2012/9/14,30668.63
Fujian,2012/9/14,44560.43
Shanghai,2012/9/15,33018.52
Jiangsu,2012/9/15,109661.0
Zhejiang,2012/9/15,72196.7
Anhui,2012/9/15,30920.66
Fujian,2012/9/15,42785.83
Shanghai,2012/9/16,31035.16
Jiangsu,2012/9/16,103913.0
Zhejiang,2012/9/16,68430.5
Anhui,2012/9/16,30633.76
Fujian,2012/9/16,41782.23
Shanghai,2012/9/17,33883.97
Jiangsu,2012/9/17,108807.02
Zhejiang,2012/9/17,72566.9
Anhui,2012/9/17,31275.35
Fujian,2012/9/17,43397.03
